SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
GRAUWEIL,Grauer & Weil (India) Limited,EQ,05-Aug-2021,1,1,INE266D01021,1
GRAVITA,Gravita India Limited,EQ,16-Nov-2010,2,1,INE024L01027,2
GREAVESCOT,Greaves Cotton Limited,EQ,09-Sep-2004,2,1,INE224A01026,2
GREENLAM,Greenlam Industries Limited,EQ,02-Mar-2015,1,1,INE544R01021,1
GREENPANEL,Greenpanel Industries Limited,EQ,23-Oct-2019,1,1,INE08ZM01014,1
GREENPLY,Greenply Industries Limited,EQ,06-Mar-1996,1,1,INE461C01038,1
GREENPOWER,Orient Green Power Company Limited,EQ,08-Oct-2010,10,1,INE999K01014,10
GRINDWELL,Grindwell Norton Limited,EQ,11-Sep-2006,5,1,INE536A01023,5
GRINFRA,G R Infraprojects Limited,EQ,19-Jul-2021,5,1,INE201P01022,5
GRMOVER,GRM Overseas Limited,EQ,07-Sep-2022,2,1,INE192H01020,2
GROBTEA,The Grob Tea Company Limited,EQ,14-Jul-2016,10,1,INE646C01018,10
GRPLTD,GRP Limited,BE,12-Feb-2015,10,1,INE137I01015,10
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-Oct-2018,10,1,INE382Z01011,10
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,03-Feb-2022,10,1,INE291A01017,10
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-Sep-1995,2,1,INE026A01025,2
GSLSU,Global Surfaces Limited,EQ,23-Mar-2023,10,1,INE0JSX01015,10
GSPL,Gujarat State Petronet Limited,EQ,16-Feb-2006,10,1,INE246F01010,10
GSS,GSS Infotech Limited,EQ,07-Mar-2008,10,1,INE871H01011,10
GTL,GTL Limited,EQ,29-Mar-1995,10,1,INE043A01012,10
GTLINFRA,GTL Infrastructure Limited,EQ,09-Nov-2006,10,1,INE221H01019,10
GTPL,GTPL Hathway Limited,EQ,04-Jul-2017,10,1,INE869I01013,10
GUFICBIO,Gufic Biosciences Limited,EQ,19-Oct-2004,1,1,INE742B01025,1
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-Aug-1997,10,1,INE186A01019,10
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,04-Jun-2007,10,1,INE826C01016,10
GUJGASLTD,Gujarat Gas Limited,EQ,15-Sep-2015,2,1,INE844O01030,2
GUJRAFFIA,Gujarat Raffia Industries Limited,BE,09-Oct-1996,10,1,INE610B01024,10
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-Jul-2014,2,1,INE635Q01029,2
GULFPETRO,GP Petroleums Limited,EQ,24-Sep-2004,5,1,INE586G01017,5
GULPOLY,Gulshan Polyols Limited,EQ,28-Jan-2015,1,1,INE255D01024,1
GVKPIL,GVK Power & Infrastructure Limited,EQ,27-Feb-2006,1,1,INE251H01024,1
HAL,Hindustan Aeronautics Limited,EQ,28-Mar-2018,10,1,INE066F01012,10
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,17-Sep-2020,2,1,INE419U01012,2
HARDWYN,Hardwyn India Limited,EQ,12-Apr-2022,10,1,INE626Z01011,10
HARIOMPIPE,Hariom Pipe Industries Limited,EQ,13-Apr-2022,10,1,INE00EV01017,10
HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-Feb-1995,10,1,INE544A01019,10
HARSHA,Harsha Engineers International Limited,EQ,26-Sep-2022,10,1,INE0JUS01029,10
HATHWAY,Hathway Cable & Datacom Limited,EQ,25-Feb-2010,2,1,INE982F01036,2
HATSUN,Hatsun Agro Product Limited,EQ,20-Jun-2014,1,1,INE473B01035,1
HAVELLS,Havells India Limited,EQ,21-Mar-2001,1,1,INE176B01034,1
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BE,16-Feb-2000,2,1,INE293B01029,2
HBLPOWER,HBL Power Systems Limited,EQ,04-Jan-2007,1,1,INE292B01021,1
HBSL,HB Stockholdings Limited,EQ,23-Jul-2018,10,1,INE550B01022,10
HCC,Hindustan Construction Company Limited,EQ,01-Apr-2003,1,1,INE549A01026,1
HCG,Healthcare Global Enterprises Limited,EQ,30-Mar-2016,10,1,INE075I01017,10
HCL-INSYS,HCL Infosystems Limited,EQ,01-Jan-1997,2,1,INE236A01020,2
HCLTECH,HCL Technologies Limited,EQ,06-Jan-2000,2,1,INE860A01027,2
HDFC,Housing Development Finance Corporation Limited,EQ,23-Oct-1996,2,1,INE001A01036,2
HDFCAMC,HDFC Asset Management Company Limited,EQ,06-Aug-2018,5,1,INE127D01025,5
HDFCBANK,HDFC Bank Limited,EQ,08-Nov-1995,1,1,INE040A01034,1
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,17-Nov-2017,10,1,INE795G01014,10
HEADSUP,Heads UP Ventures Limited,EQ,14-Dec-2016,10,1,INE759V01019,10
HECPROJECT,HEC Infra Projects Limited,EQ,30-Dec-2021,10,1,INE558R01013,10
HEG,HEG Limited,EQ,10-May-1995,10,1,INE545A01016,10
HEIDELBERG,HeidelbergCement India Limited,EQ,15-Mar-1995,10,1,INE578A01017,10
HEMIPROP,Hemisphere Properties India Limited,EQ,22-Oct-2020,10,1,INE0AJG01018,10
HERANBA,Heranba Industries Limited,EQ,05-Mar-2021,10,1,INE694N01015,10
HERCULES,Hercules Hoists Limited,EQ,19-Feb-2008,1,1,INE688E01024,1
HERITGFOOD,Heritage Foods Limited,EQ,27-Nov-1996,5,1,INE978A01027,5
HEROMOTOCO,Hero MotoCorp Limited,EQ,11-Apr-2003,2,1,INE158A01026,2
HESTERBIO,Hester Biosciences Limited,EQ,13-Mar-2015,10,1,INE782E01017,10
HEUBACHIND,Heubach Colorants India Limited,EQ,14-Jun-1995,10,1,INE492A01029,10
HEXATRADEX,Hexa Tradex Limited,EQ,20-Apr-2012,2,1,INE750M01017,2
HFCL,HFCL Limited,EQ,09-Mar-2011,1,1,INE548A01028,1
HGINFRA,H.G. Infra Engineering Limited,EQ,09-Mar-2018,10,1,INE926X01010,10
HGS,Hinduja Global Solutions Limited,EQ,19-Jun-2007,10,1,INE170I01016,10
HIKAL,Hikal Limited,EQ,14-Feb-2001,2,1,INE475B01022,2
HIL,HIL Limited,EQ,26-Apr-1995,10,1,INE557A01011,10
HILTON,Hilton Metal Forging Limited,BE,24-May-2007,10,1,INE788H01017,10
HIMATSEIDE,Himatsingka Seide Limited,EQ,08-Feb-1995,5,1,INE049A01027,5
HINDALCO,Hindalco Industries Limited,EQ,08-Jan-1997,1,1,INE038A01020,1
HINDCOMPOS,Hindustan Composites Limited,EQ,08-May-1996,5,1,INE310C01029,5
HINDCON,Hindcon Chemicals Limited,EQ,05-Jul-2021,10,1,INE642Y01011,10
HINDCOPPER,Hindustan Copper Limited,EQ,15-Sep-2010,5,1,INE531E01026,5
HINDMOTORS,Hindustan Motors Limited,EQ,21-Feb-2011,5,1,INE253A01025,5
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-Sep-2003,10,1,INE345A01011,10
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-Jun-1998,10,1,INE094A01015,10
HINDUNILVR,Hindustan Unilever Limited,EQ,06-Jul-1995,1,1,INE030A01027,1
HINDWAREAP,Hindware Home Innovation Limited,EQ,26-Dec-2019,2,1,INE05AN01011,2
HINDZINC,Hindustan Zinc Limited,EQ,21-Nov-2006,2,1,INE267A01025,2
HIRECT,Hind Rectifiers Limited,EQ,26-Dec-2006,2,1,INE835D01023,2
HISARMETAL,Hisar Metal Industries Limited,EQ,05-Jan-2017,10,1,INE598C01011,10
HITECH,Hi-Tech Pipes Limited,EQ,07-May-2018,1,1,INE106T01025,1
HITECHCORP,Hitech Corporation Limited,EQ,20-Dec-2007,10,1,INE120D01012,10
HITECHGEAR,The Hi-Tech Gears Limited,EQ,21-Jan-2002,10,1,INE127B01011,10
HLEGLAS,HLE Glascoat Limited,EQ,09-Feb-2023,2,1,INE461D01028,2
HLVLTD,HLV LIMITED,EQ,19-Jul-1995,2,1,INE102A01024,2
HMT,HMT Limited,BZ,29-Aug-2003,10,1,INE262A01018,10
HMVL,Hindustan Media Ventures Limited,EQ,21-Jul-2010,10,1,INE871K01015,10
HNDFDS,Hindustan Foods Limited,EQ,19-Aug-2019,2,1,INE254N01026,2
HOMEFIRST,Home First Finance Company India Limited,EQ,03-Feb-2021,2,1,INE481N01025,2
HONAUT,Honeywell Automation India Limited,EQ,18-Jul-2003,10,1,INE671A01010,10
HONDAPOWER,Honda India Power Products Limited,EQ,01-Apr-2003,10,1,INE634A01018,10
HOVS,HOV Services Limited,EQ,27-Sep-2006,10,1,INE596H01014,10
HPAL,HP Adhesives Limited,EQ,27-Dec-2021,10,1,INE0GSL01016,10
HPIL,Hindprakash Industries Limited,BE,07-Nov-2022,10,1,INE05X901010,10
HPL,HPL Electric & Power Limited,EQ,04-Oct-2016,10,1,INE495S01016,10
HSCL,Himadri Speciality Chemical Limited,EQ,02-Mar-2007,1,1,INE019C01026,1
HTMEDIA,HT Media Limited,EQ,01-Sep-2005,2,1,INE501G01024,2
HUBTOWN,Hubtown Limited,EQ,07-Feb-2007,10,1,INE703H01016,10
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-May-2017,10,1,INE031A01017,10
HUHTAMAKI,Huhtamaki India Limited,EQ,01-Oct-2004,2,1,INE275B01026,2
HYBRIDFIN,Hybrid Financial Services Limited,BE,05-Dec-2022,5,1,INE965B01022,5
IBREALEST,Indiabulls Real Estate Limited,EQ,23-Mar-2007,2,1,INE069I01010,2
IBULHSGFIN,Indiabulls Housing Finance Limited,EQ,23-Jul-2013,2,1,INE148I01020,2
ICDSLTD,ICDS Limited,BE,17-Nov-1999,10,1,INE613B01010,10
ICEMAKE,Ice Make Refrigeration Limited,EQ,12-Oct-2020,10,1,INE520Y01019,10
ICICIBANK,ICICI Bank Limited,EQ,17-Sep-1997,2,1,INE090A01021,2
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-Sep-2017,10,1,INE765G01017,10
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-Sep-2016,10,1,INE726G01019,10
ICIL,Indo Count Industries Limited,EQ,12-Sep-2005,2,1,INE483B01026,2
ICRA,ICRA Limited,EQ,13-Apr-2007,10,1,INE725G01011,10
IDBI,IDBI Bank Limited,EQ,20-Sep-1995,10,1,INE008A01015,10
IDEA,Vodafone Idea Limited,EQ,09-Mar-2007,10,1,INE669E01016,10
IDFC,IDFC Limited,EQ,12-Aug-2005,10,1,INE043D01016,10
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-Nov-2015,10,1,INE092T01019,10
IEL,Indiabulls Enterprises Limited,EQ,27-Dec-2022,2,1,INE059901020,2
IEX,Indian Energy Exchange Limited,EQ,23-Oct-2017,1,1,INE022Q01020,1
IFBAGRO,IFB Agro Industries Limited,EQ,03-Apr-1996,10,1,INE076C01018,10
IFBIND,IFB Industries Limited,EQ,29-Mar-1995,10,1,INE559A01017,10
IFCI,IFCI Limited,EQ,26-Apr-1995,10,1,INE039A01010,10
IFGLEXPOR,IFGL Refractories Limited,EQ,14-Nov-2017,10,1,INE133Y01011,10
IGARASHI,Igarashi Motors India Limited,EQ,09-Oct-2003,10,1,INE188B01013,10
IGL,Indraprastha Gas Limited,EQ,26-Dec-2003,2,1,INE203G01027,2
IGPL,IG Petrochemicals Limited,EQ,29-Jan-2007,10,1,INE204A01010,10
IIFL,IIFL Finance Limited,EQ,17-May-2005,2,1,INE530B01024,2
IIFLSEC,IIFL Securities Limited,EQ,20-Sep-2019,2,1,INE489L01022,2
IITL,Industrial Investment Trust Limited,EQ,17-Aug-2010,10,1,INE886A01014,10
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-Oct-2007,10,1,INE369I01014,10
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-Mar-2010,10,1,INE975G01012,10
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,06-Apr-2015,10,1,INE172N01012,10
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-Jul-2010,10,1,INE919H01018,10
IMPAL,India Motor Parts and Accessories Limited,EQ,07-Oct-2005,10,1,INE547E01014,10
IMPEXFERRO,Impex Ferro Tech Limited,BE,03-Feb-2005,10,1,INE691G01015,10
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-Jul-2016,10,1,INE452L01012,10
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-Oct-2008,10,1,INE841B01017,10
INDHOTEL,The Indian Hotels Company Limited,EQ,03-Jul-1996,1,1,INE053A01029,1
INDIACEM,The India Cements Limited,EQ,31-May-2000,10,1,INE383A01012,10
INDIAGLYCO,India Glycols Limited,EQ,01-Jul-2005,10,1,INE560A01015,10
INDIAMART,Indiamart Intermesh Limited,EQ,04-Jul-2019,10,1,INE933S01016,10
INDIANB,Indian Bank,EQ,01-Mar-2007,10,1,INE562A01011,10
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-Jan-1997,10,1,INE061A01014,10
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-Aug-1995,2,1,INE323C01030,2
INDIGO,InterGlobe Aviation Limited,EQ,10-Nov-2015,10,1,INE646L01027,10
INDIGOPNTS,Indigo Paints Limited,EQ,02-Feb-2021,10,1,INE09VQ01012,10
INDNIPPON,India Nippon Electricals Limited,EQ,07-May-1997,5,1,INE092B01025,5
INDOAMIN,Indo Amines Limited,EQ,29-Apr-2022,5,1,INE760F01028,5
INDOBORAX,Indo Borax & Chemicals Limited,EQ,29-Mar-2022,1,1,INE803D01021,1
INDOCO,Indoco Remedies Limited,EQ,14-Jan-2005,2,1,INE873D01024,2
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-Jun-2003,10,1,INE156A01020,10
INDOSTAR,IndoStar Capital Finance Limited,BE,21-May-2018,10,1,INE896L01010,10
INDOTECH,Indo Tech Transformers Limited,EQ,16-Mar-2006,10,1,INE332H01014,10
INDOTHAI,Indo Thai Securities Limited,BE,02-Nov-2011,10,1,INE337M01013,10
INDOWIND,Indowind Energy Limited,EQ,14-Sep-2007,10,1,INE227G01018,10
INDRAMEDCO,Indraprastha Medical Corporation Limited,BE,17-Apr-1997,10,1,INE681B01017,10
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-Jul-1997,10,1,INE915B01019,10
INDSWFTLTD,Ind-Swift Limited,EQ,18-Oct-2004,2,1,INE788B01028,2
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-Mar-2011,2,1,INE611L01021,2
INDUSINDBK,IndusInd Bank Limited,EQ,28-Jan-1998,10,1,INE095A01012,10
INDUSTOWER,Indus Towers Limited,EQ,28-Dec-2012,10,1,INE121J01017,10
INFIBEAM,Infibeam Avenues Limited,EQ,04-Apr-2016,1,1,INE483S01020,1
INFOBEAN,InfoBeans Technologies Limited,EQ,15-Jul-2019,10,1,INE344S01016,10
INFOMEDIA,Infomedia Press Limited,BE,12-Oct-2006,10,1,INE669A01022,10
INFY,Infosys Limited,EQ,08-Feb-1995,5,1,INE009A01021,5
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-Apr-1999,10,1,INE177A01018,10
INOXGREEN,Inox Green Energy Services Limited,EQ,23-Nov-2022,10,1,INE510W01014,10
INOXWIND,Inox Wind Limited,EQ,09-Apr-2015,10,1,INE066P01011,10
INSECTICID,Insecticides (India) Limited,EQ,30-May-2007,10,1,INE070I01018,10
INSPIRISYS,Inspirisys Solutions Limited,BE,30-Oct-2006,10,1,INE020G01017,10
INTELLECT,Intellect Design Arena Limited,EQ,18-Dec-2014,5,1,INE306R01017,5
INTENTECH,Intense Technologies Limited,EQ,23-Mar-2017,2,1,INE781A01025,2
INTLCONV,International Conveyors Limited,EQ,16-Sep-2021,1,1,INE575C01027,1
INVENTURE,Inventure Growth & Securities Limited,EQ,04-Aug-2011,1,1,INE878H01024,1
IOB,Indian Overseas Bank,EQ,07-Dec-2000,10,1,INE565A01014,10
IOC,Indian Oil Corporation Limited,EQ,24-Jul-1996,10,1,INE242A01010,10
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-Nov-2010,10,1,INE485C01011,10
IONEXCHANG,ION Exchange (India) Limited,EQ,22-Feb-2022,10,1,INE570A01014,10
IPCALAB,IPCA Laboratories Limited,EQ,08-Feb-1995,1,1,INE571A01038,1
IPL,India Pesticides Limited,EQ,05-Jul-2021,1,1,INE0D6701023,1
IRB,IRB Infrastructure Developers Limited,EQ,25-Feb-2008,1,1,INE821I01022,1
IRCON,Ircon International Limited,EQ,28-Sep-2018,2,1,INE962Y01021,2
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-Oct-2019,2,1,INE335Y01020,2
IRFC,Indian Railway Finance Corporation Limited,EQ,29-Jan-2021,10,1,INE053F01010,10
IRIS,Iris Business Services Limited,EQ,08-Nov-2021,10,1,INE864K01010,10
IRISDOREME,Iris Clothings Limited,EQ,22-Feb-2021,10,1,INE01GN01017,10
ISEC,ICICI Securities Limited,EQ,04-Apr-2018,5,1,INE763G01038,5
ISFT,Intrasoft Technologies Limited,EQ,12-Apr-2010,10,1,INE566K01011,10
ISGEC,Isgec Heavy Engineering Limited,EQ,05-May-2021,1,1,INE858B01029,1
ISMTLTD,ISMT Limited,EQ,28-Aug-2007,5,1,INE732F01019,5
ITC,ITC Limited,EQ,23-Aug-1995,1,1,INE154A01025,1
ITDC,India Tourism Development Corporation Limited,EQ,30-Dec-2016,10,1,INE353K01014,10
ITDCEM,ITD Cementation India Limited,EQ,10-Feb-1999,1,1,INE686A01026,1
ITI,ITI Limited,EQ,15-Sep-2003,10,1,INE248A01017,10
IVC,IL&FS Investment Managers Limited,EQ,15-Sep-1999,2,1,INE050B01023,2
IVP,IVP Limited,EQ,13-Sep-1995,10,1,INE043C01018,10
IWEL,Inox Wind Energy Limited,EQ,11-Jun-2021,10,1,INE0FLR01028,10
IZMO,IZMO Limited,EQ,05-Feb-2007,10,1,INE848A01014,10
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-Jul-1998,1,1,INE168A01041,1
JAGRAN,Jagran Prakashan Limited,EQ,22-Feb-2006,2,1,INE199G01027,2
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-Mar-2000,5,1,INE048B01027,5
JAIBALAJI,Jai Balaji Industries Limited,EQ,09-Dec-2003,10,1,INE091G01018,10
JAICORPLTD,Jai Corp Limited,EQ,26-Nov-1997,1,1,INE070D01027,1
JAIPURKURT,Nandani Creation Limited,EQ,02-Sep-2021,10,1,INE696V01013,10
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-Dec-2010,1,1,INE039C01032,1
JASH,Jash Engineering Limited,EQ,30-Oct-2019,10,1,INE039O01011,10
JAYAGROGN,Jayant Agro Organics Limited,EQ,17-Apr-1996,5,1,INE785A01026,5
JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-Jan-1996,5,1,INE571B01028,5
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-May-1995,10,1,INE854B01010,10
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-Feb-1995,5,1,INE364A01020,5
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-Apr-2003,2,1,INE572A01028,2
JBMA,JBM Auto Limited,EQ,17-Dec-2004,2,1,INE927D01044,2
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-Jan-2000,10,1,INE782A01015,10
JETAIRWAYS,Jet Airways (India) Limited,BZ,14-Mar-2005,10,1,INE802G01018,10
JETFREIGHT,Jet Freight Logistics Limited,EQ,21-Dec-2021,5,1,INE982V01025,5
JHS,JHS Svendgaard Laboratories Limited,EQ,21-Oct-2006,10,1,INE544H01014,10
JINDALPHOT,Jindal Photo Limited,EQ,07-Apr-2005,10,1,INE796G01012,10
JINDALPOLY,Jindal Poly Films Limited,EQ,21-Jan-2002,10,1,INE197D01010,10
JINDALSAW,Jindal Saw Limited,EQ,29-Apr-2003,2,1,INE324A01024,2
JINDALSTEL,Jindal Steel & Power Limited,EQ,29-Dec-1999,1,1,INE749A01030,1
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-Dec-2006,5,1,INE742C01031,5
JINDWORLD,Jindal Worldwide Limited,EQ,25-Nov-2010,1,1,INE247D01039,1
JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-Nov-2011,2,1,IN9175A01010,2
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-Aug-2001,2,1,INE175A01038,2
JITFINFRA,JITF Infralogistics Limited,BE,27-Feb-2017,2,1,INE863T01013,2
JKCEMENT,JK Cement Limited,EQ,14-Mar-2006,10,1,INE823G01014,10
JKIL,J.Kumar Infraprojects Limited,EQ,12-Feb-2008,5,1,INE576I01022,5
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-Jun-2006,5,1,INE786A01032,5
JKPAPER,JK Paper Limited,EQ,16-Jun-2005,10,1,INE789E01012,10
JKTYRE,JK Tyre & Industries Limited,EQ,19-Mar-2007,2,1,INE573A01042,2
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-Mar-2015,2,1,INE412C01023,2
JMFINANCIL,JM Financial Limited,EQ,10-Oct-2006,1,1,INE780C01023,1
JOCIL,Jocil Limited,EQ,08-Oct-2008,10,1,INE839G01010,10
JPASSOCIAT,Jaiprakash Associates Limited,EQ,14-Jun-2004,2,1,INE455F01025,2
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-Nov-2013,10,1,INE147P01019,10
JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-Apr-2005,10,1,INE351F01018,10
JSL,Jindal Stainless Limited,EQ,17-Nov-2003,2,1,INE220G01021,2
JSWENERGY,JSW Energy Limited,EQ,04-Jan-2010,10,1,INE121E01018,10
JSWHL,JSW Holdings Limited,EQ,21-Jun-2005,10,1,INE824G01012,10
JSWISPL,JSW Ispat Special Products Limited,EQ,12-Sep-2018,10,1,INE743C01021,10
JSWSTEEL,JSW Steel Limited,EQ,23-Mar-2005,1,1,INE019A01038,1
JTEKTINDIA,Jtekt India Limited,EQ,12-Jan-2004,1,1,INE643A01035,1
JTLIND,JTL INDUSTRIES LIMITED,EQ,23-Dec-2021,2,1,INE391J01024,2
JUBLFOOD,Jubilant Foodworks Limited,EQ,08-Feb-2010,2,1,INE797F01020,2
JUBLINDS,Jubilant Industries Limited,EQ,14-Feb-2011,10,1,INE645L01011,10
JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-Mar-2021,1,1,INE0BY001018,1
JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-Jun-2003,1,1,INE700A01033,1
JUSTDIAL,Just Dial Limited,EQ,05-Jun-2013,10,1,INE599M01018,10
JWL,Jupiter Wagons Limited,EQ,18-Oct-2010,10,1,INE209L01016,10
JYOTHYLAB,Jyothy Labs Limited,EQ,19-Dec-2007,1,1,INE668F01031,1
JYOTISTRUC,Jyoti Structures Limited,BZ,19-Jul-1995,2,1,INE197A01024,2
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-Sep-1995,5,1,INE900B01029,5
KAJARIACER,Kajaria Ceramics Limited,EQ,01-Jun-2004,1,1,INE217B01036,1
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-Dec-1995,10,1,INE437B01014,10
KALPATPOWR,Kalpataru Power Transmission Limited,EQ,15-Dec-2000,2,1,INE220B01022,2
KALYANI,Kalyani Commercials Limited,BE,13-Feb-2017,10,1,INE610E01010,10
KALYANIFRG,Kalyani Forge Limited,BE,20-Dec-2007,10,1,INE314G01014,10
KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-Mar-2021,10,1,INE303R01014,10
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-May-1996,10,1,INE967C01018,10
KAMDHENU,Kamdhenu Limited,EQ,09-May-2006,10,1,INE390H01012,10
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,24-Jan-2023,5,1,INE0BTI01029,5
KANANIIND,Kanani Industries Limited,EQ,14-Dec-2011,1,1,INE879E01037,1
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-Feb-1995,5,1,INE138C01024,5
KANPRPLA,Kanpur Plastipack Limited,EQ,01-Jan-2021,10,1,INE694E01014,10
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-Sep-2003,1,1,INE531A01024,1
KAPSTON,Kapston Services Limited,EQ,27-May-2020,10,1,INE542Z01010,10
KARMAENG,Karma Energy Limited,BE,28-Jun-2011,10,1,INE725L01011,10
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-Jul-2000,2,1,INE036D01028,2
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-Dec-2007,10,1,INE234I01010,10
KAVVERITEL,Kavveri Telecom Products Limited,EQ,29-Jan-2008,10,1,INE641C01019,10
KAYA,Kaya Limited,EQ,14-Aug-2015,10,1,INE587G01015,10
KAYNES,Kaynes Technology India Limited,EQ,22-Nov-2022,10,1,INE918Z01012,10
KBCGLOBAL,KBC Global Limited,BE,02-Apr-2018,1,1,INE278R01034,1
KCP,KCP Limited,EQ,09-Apr-1997,1,1,INE805C01028,1
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-Jun-1997,1,1,INE790B01024,1
KDDL,KDDL Limited,EQ,23-Mar-2016,10,1,INE291D01011,10
KEC,KEC International Limited,EQ,10-Mar-2006,2,1,INE389H01022,2
KECL,Kirloskar Electric Company Limited,EQ,09-Mar-2010,10,1,INE134B01017,10
KEEPLEARN,DSJ Keep Learning Limited,BE,01-Mar-1995,1,1,INE055C01020,1
KEI,KEI Industries Limited,EQ,23-Mar-2006,2,1,INE878B01027,2
KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-Mar-2016,5,1,INE164B01022,5
KENNAMET,Kennametal India Limited,EQ,03-Nov-1994,10,1,INE717A01029,10
KERNEX,Kernex Microsystems (India) Limited,BE,20-Dec-2005,10,1,INE202H01019,10
KESORAMIND,Kesoram Industries Limited,EQ,06-Sep-1995,10,1,INE087A01019,10
KEYFINSERV,Keynote Financial Services Limited,EQ,26-Jun-1996,10,1,INE681C01015,10
KFINTECH,Kfin Technologies Limited,EQ,29-Dec-2022,10,1,INE138Y01010,10
KHADIM,Khadim India Limited,EQ,14-Nov-2017,10,1,INE834I01025,10
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-Oct-2020,1,1,INE745B01028,1
KHAITANLTD,Khaitan (India) Limited,EQ,20-Dec-1995,10,1,INE731C01018,10
KHANDSE,Khandwala Securities Limited,EQ,07-Feb-2001,10,1,INE060B01014,10
KICL,Kalyani Investment Company Limited,EQ,14-Jan-2011,10,1,INE029L01018,10
KILITCH,Kilitch Drugs (India) Limited,EQ,29-Sep-2010,10,1,INE729D01010,10
KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-Jun-2021,10,1,INE967H01017,10
KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-Nov-2016,10,1,INE473D01015,10
KIOCL,KIOCL Limited,EQ,29-Nov-2016,10,1,INE880L01014,10
KIRIINDUS,Kiri Industries Limited,EQ,22-Apr-2008,10,1,INE415I01015,10
KIRLFER,Kirloskar Ferrous Industries Ltd,EQ,13-Nov-2019,5,1,INE884B01025,5
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-Apr-2010,2,1,INE732A01036,2
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-Dec-2010,2,1,INE146L01010,2
KIRLOSIND,Kirloskar Industries Limited,EQ,24-Jun-2010,10,1,INE250A01039,10
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,26-Apr-2023,2,1,INE811A01020,2
